LoanID,Age,Gender,Marital_Status,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Existing_Loans_Count,Loan_Approval_Status
754,22.0,Female,Divorced,Self-Employed,239060.0,92942.0,36,337.0,1,0
755,30.0,Female,Married,Employed,158742.0,383870.0,48,532.0,0,0
756,50.0,Male,Married,Self-Employed,237759.0,248892.0,12,559.0,3,0
757,65.0,Male,Single,Employed,37341.0,377880.0,48,607.0,0,0
758,25.0,Male,Married,Employed,115140.0,252610.0,24,702.0,0,0
759,53.0,Female,Divorced,Employed,224895.0,77968.0,12,560.0,4,0
760,21.0,Male,Divorced,Unemployed,104074.0,259686.0,60,775.0,3,1
761,38.0,Female,Widowed,Employed,37015.0,285981.0,72,405.0,3,0
762,52.0,Male,Married,Employed,130180.0,85684.0,12,546.0,1,0
763,67.0,Male,Divorced,Self-Employed,216198.0,122704.0,12,603.0,1,1
764,69.0,Male,Widowed,Employed,144581.0,81730.0,24,642.0,1,0
765,31.0,Male,Widowed,Employed,206269.0,1489029.0,36,746.0,1,1
766,41.0,Female,Single,Unemployed,69849.0,150891.0,12,337.0,0,0
767,46.0,Male,Divorced,Self-Employed,134719.0,470377.0,36,345.0,0,0
768,45.0,Male,Single,Unemployed,35852.0,274548.0,48,519.0,1,0
769,42.0,Female,Divorced,Unemployed,75361.0,266644.0,72,555.0,1,0
770,47.0,Female,Single,Unemployed,131794.0,19674.0,24,436.0,1,0
771,69.0,Male,Single,Employed,172330.0,474259.0,60,530.0,2,0
772,33.0,Male,Married,Unemployed,82355.0,90923.0,12,337.0,1,1
773,53.0,Female,Single,Unemployed,192580.0,416913.0,72,454.0,2,0
774,54.0,Female,Married,Self-Employed,218856.0,483299.0,72,802.0,1,0
775,61.0,Female,Widowed,Self-Employed,144773.0,196735.0,36,404.0,3,0
776,55.0,Male,Divorced,Self-Employed,222800.0,421786.0,12,554.0,4,1
777,21.0,Male,Widowed,Self-Employed,47410.0,372463.0,72,703.0,0,0
778,41.0,Male,Divorced,Unemployed,160967.0,33037.0,24,787.0,3,0
779,68.0,Female,Widowed,Self-Employed,223014.0,493835.0,60,757.0,4,1
780,26.0,Female,Divorced,Employed,53924.0,380709.0,48,827.0,2,1
781,48.0,Female,Single,Unemployed,132622.0,111086.0,48,824.0,0,0
782,37.0,Male,Divorced,Self-Employed,90831.0,42982.0,36,669.0,2,1
783,25.0,Female,Divorced,Unemployed,163336.0,390453.0,72,401.0,2,0
784,,Male,Widowed,Self-Employed,,,48,,0,1
785,25.0,Female,Widowed,Unemployed,136936.0,466740.0,36,811.0,4,0
786,58.0,Male,Widowed,Self-Employed,29136.0,272300.0,60,688.0,0,1
787,23.0,Male,Married,Employed,33213.0,43280.0,12,662.0,1,1
788,,Female,Married,Self-Employed,,,24,,2,0
789,57.0,Male,Divorced,Unemployed,128546.0,65706.0,60,642.0,1,0
790,57.0,Female,Divorced,Unemployed,47431.0,215793.0,60,373.0,0,0
791,30.0,Male,Single,Employed,62290.0,220342.0,48,434.0,0,0
792,30.0,Female,Single,Unemployed,218611.0,146043.0,48,679.0,4,0
793,39.0,Female,Divorced,Employed,236607.0,451356.0,24,789.0,2,1
794,37.0,Male,Married,Unemployed,116815.0,48408.0,12,424.0,3,0
795,,Female,Divorced,Unemployed,,,60,,0,0
796,34.0,Male,Single,Employed,62747.0,142559.0,72,609.0,3,0
797,29.0,Female,Married,Unemployed,95974.0,253670.0,48,405.0,2,0
798,66.0,Female,Married,Unemployed,99763.0,25997.0,60,524.0,1,0
799,21.0,Female,Single,Employed,220280.0,313600.0,12,541.0,2,0
800,65.0,Female,Divorced,Self-Employed,149132.0,398009.0,36,696.0,4,1
801,33.0,Male,Widowed,Employed,92994.0,345132.0,12,452.0,3,1
802,24.0,Female,Divorced,Unemployed,235147.0,85908.0,60,835.0,3,1
803,21.0,Female,Divorced,Self-Employed,89015.0,457632.0,60,701.0,1,1
804,69.0,Male,Single,Self-Employed,165959.0,442983.0,24,445.0,1,0
805,60.0,Male,Married,Self-Employed,20051.0,215042.0,60,490.0,0,1
806,52.0,Male,Single,Employed,87695.0,345096.0,48,500.0,2,0
807,54.0,Male,Divorced,Self-Employed,220998.0,351928.0,72,311.0,4,0
808,48.0,Male,Widowed,Self-Employed,236643.0,426410.0,24,351.0,0,0
809,51.0,Male,Widowed,Self-Employed,48491.0,169857.0,60,601.0,2,0
810,28.0,Female,Widowed,Unemployed,36080.0,239066.0,12,599.0,1,0
811,,Male,Single,Employed,,,60,,4,0
812,,Female,Married,Employed,,,12,,1,0
813,,Male,Single,Unemployed,,,12,,1,0
814,23.0,Female,Widowed,Self-Employed,67361.0,191983.0,60,784.0,3,1
815,32.0,Female,Divorced,Unemployed,107685.0,99951.0,12,436.0,2,0
816,21.0,Female,Married,Unemployed,100875.0,293558.0,72,665.0,0,1
817,64.0,Male,Single,Self-Employed,114841.0,412594.0,36,833.0,3,0
818,25.0,Male,Single,Self-Employed,217962.0,384283.0,24,806.0,2,1
819,50.0,Male,Married,Employed,222228.0,88872.0,60,460.0,2,1
820,50.0,Male,Married,Self-Employed,220362.0,140772.0,36,474.0,2,1
821,37.0,Female,Divorced,Unemployed,167665.0,462359.0,12,387.0,4,0
822,68.0,Male,Married,Unemployed,167239.0,199301.0,12,698.0,3,0
823,67.0,Female,Divorced,Self-Employed,108091.0,149973.0,24,779.0,0,0
824,43.0,Female,Widowed,Employed,53005.0,357518.0,36,844.0,3,0
825,35.0,Male,Widowed,Unemployed,85471.0,420813.0,36,776.0,1,0
826,57.0,Male,Single,Self-Employed,146718.0,169500.0,60,582.0,2,1
827,41.0,Male,Widowed,Employed,126379.0,171759.0,12,751.0,1,0
828,34.0,Female,Widowed,Employed,70728.0,296637.0,48,381.0,3,0
829,22.0,Male,Divorced,Unemployed,159763.0,130074.0,60,512.0,0,0
830,31.0,Female,Single,Unemployed,29756.0,56224.0,60,819.0,1,0
831,59.0,Male,Married,Employed,143670.0,298996.0,60,433.0,1,1
832,58.0,Female,Single,Employed,56308.0,278076.0,24,746.0,4,1
833,54.0,Male,Widowed,Employed,84079.0,265346.0,24,417.0,3,0
834,58.0,Male,Married,Self-Employed,85524.0,355689.0,60,542.0,1,0
835,54.0,Female,Single,Unemployed,211538.0,462418.0,72,449.0,3,1
836,38.0,Male,Single,Employed,29327.0,300727.0,48,832.0,0,0
837,50.0,Male,Single,Unemployed,179592.0,255537.0,36,678.0,1,0
838,35.0,Male,Single,Unemployed,194380.0,183350.0,36,824.0,0,1
839,47.0,Male,Divorced,Unemployed,125561.0,491746.0,12,812.0,1,0
840,54.0,Male,Single,Employed,114436.0,297009.0,36,416.0,2,0
841,58.0,Male,Widowed,Self-Employed,36533.0,148361.0,36,616.0,4,0
842,53.0,Male,Widowed,Employed,117417.0,492045.0,48,311.0,4,1
843,44.0,Female,Divorced,Unemployed,113318.0,337414.0,36,389.0,4,0
844,35.0,Female,Married,Employed,195560.0,90549.0,48,687.0,0,0
845,50.0,Male,Married,Employed,218232.0,433737.0,24,382.0,3,1
846,62.0,Male,Widowed,Unemployed,60429.0,404721.0,48,695.0,4,1
847,37.0,Male,Widowed,Unemployed,202798.0,135768.0,24,844.0,1,0
848,25.0,Female,Divorced,Employed,106348.0,49327.0,48,399.0,1,0
849,49.0,Female,Married,Employed,93065.0,118209.0,60,756.0,2,0
850,24.0,Male,Married,Employed,171725.0,201591.0,72,627.0,0,0
851,30.0,Female,Single,Employed,207993.0,468437.0,24,373.0,1,0
852,37.0,Male,Single,Self-Employed,113396.0,382033.0,24,395.0,1,1
853,30.0,Male,Single,Employed,33654.0,23409.0,36,391.0,2,0
854,37.0,Male,Divorced,Self-Employed,153180.0,155589.0,24,629.0,2,0
855,40.0,Male,Widowed,Unemployed,89483.0,311677.0,48,474.0,3,0
856,44.0,Female,Divorced,Self-Employed,27899.0,428691.0,60,614.0,3,0
857,25.0,Female,Married,Unemployed,164444.0,60981.0,60,796.0,3,1
858,54.0,Male,Widowed,Self-Employed,188754.0,60344.0,36,568.0,1,1
859,26.0,Female,Single,Unemployed,115909.0,270815.0,48,727.0,2,1
860,22.0,Female,Divorced,Employed,124971.0,206549.0,48,334.0,0,0
861,33.0,Male,Divorced,Self-Employed,218871.0,96908.0,12,418.0,3,1
862,63.0,Female,Single,Self-Employed,111724.0,214074.0,24,670.0,4,0
863,63.0,Male,Divorced,Unemployed,187655.0,55756.0,36,750.0,1,0
864,68.0,Male,Single,Unemployed,49295.0,482038.0,60,608.0,0,0
865,31.0,Male,Married,Self-Employed,217185.0,181031.0,72,656.0,1,0
866,,Male,Widowed,Unemployed,,,12,,3,0
867,43.0,Female,Married,Employed,69574.0,164152.0,48,404.0,1,0
868,36.0,Male,Married,Self-Employed,121067.0,291688.0,24,689.0,3,0
869,51.0,Female,Single,Employed,216006.0,81347.0,60,475.0,1,0
870,31.0,Male,Divorced,Self-Employed,50066.0,23733.0,12,405.0,3,1
871,36.0,Male,Married,Employed,234221.0,452427.0,48,462.0,2,0
872,28.0,Female,Married,Self-Employed,236168.0,438912.0,60,566.0,2,1
873,24.0,Male,Married,Unemployed,160017.0,53093.0,60,578.0,2,0
874,60.0,Female,Divorced,Self-Employed,49418.0,372568.0,48,602.0,2,0
875,24.0,Female,Divorced,Employed,102607.0,183114.0,48,426.0,2,0
876,45.0,Male,Single,Self-Employed,69874.0,189588.0,36,545.0,4,0
877,23.0,Male,Married,Employed,132158.0,100595.0,60,533.0,1,1
878,,Male,Widowed,Employed,,,48,,2,0
879,23.0,Male,Divorced,Employed,106257.0,388075.0,72,436.0,4,0
880,,Male,Single,Unemployed,,,72,,4,0
881,49.0,Male,Married,Self-Employed,219320.0,412766.0,12,355.0,1,0
882,52.0,Female,Widowed,Employed,233699.0,250730.0,24,655.0,1,0
883,39.0,Female,Divorced,Unemployed,232465.0,81400.0,72,556.0,3,0
884,41.0,Male,Widowed,Employed,192466.0,134120.0,36,362.0,3,0
885,25.0,Female,Divorced,Self-Employed,69635.0,95930.0,48,362.0,2,1
886,38.0,Female,Single,Unemployed,133023.0,482813.0,24,328.0,0,1
887,48.0,Male,Widowed,Employed,119837.0,316843.0,36,599.0,3,0
888,62.0,Male,Married,Employed,233161.0,476376.0,60,514.0,0,0
889,42.0,Female,Married,Employed,37404.0,357614.0,24,440.0,3,1
890,41.0,Male,Divorced,Self-Employed,92629.0,204969.0,72,806.0,4,1
891,26.0,Female,Married,Unemployed,33156.0,411923.0,36,798.0,4,0
892,21.0,Male,Widowed,Unemployed,206690.0,400140.0,48,801.0,4,0
893,25.0,Female,Single,Unemployed,69999.0,362167.0,48,490.0,0,0
894,,Female,Divorced,Employed,,,36,,2,0
895,32.0,Female,Widowed,Unemployed,199431.0,495486.0,60,662.0,3,0
896,46.0,Female,Divorced,Employed,241879.0,296162.0,72,795.0,3,0
897,66.0,Male,Single,Self-Employed,34694.0,485379.0,36,576.0,0,1
898,54.0,Male,Divorced,Unemployed,187186.0,288175.0,12,346.0,4,0
899,69.0,Female,Married,Employed,89549.0,201236.0,36,515.0,2,0
900,34.0,Female,Married,Unemployed,208302.0,372129.0,36,529.0,3,0
901,46.0,Male,Divorced,Unemployed,52799.0,335381.0,72,622.0,2,1
902,65.0,Male,Single,Self-Employed,110288.0,248551.0,48,720.0,2,0
903,47.0,Female,Single,Unemployed,162228.0,375570.0,60,524.0,1,0
904,29.0,Female,Married,Self-Employed,161376.0,447789.0,36,586.0,2,0
905,46.0,Female,Single,Unemployed,60645.0,21719.0,24,345.0,1,0
906,67.0,Female,Divorced,Unemployed,190010.0,276862.0,48,313.0,0,0
907,42.0,Female,Widowed,Unemployed,208054.0,5056.0,48,674.0,4,0
908,,Male,Divorced,Unemployed,,,36,,1,0
909,50.0,Female,Married,Unemployed,242686.0,151424.0,72,465.0,2,0
910,63.0,Male,Married,Unemployed,153387.0,388887.0,24,806.0,4,0
911,68.0,Male,Married,Self-Employed,243828.0,314964.0,36,416.0,2,0
912,37.0,Male,Single,Self-Employed,248339.0,335827.0,24,738.0,2,0
913,46.0,Female,Divorced,Employed,118369.0,336217.0,48,603.0,1,0
914,56.0,Male,Widowed,Unemployed,32420.0,224420.0,24,756.0,0,1
915,21.0,Male,Divorced,Self-Employed,38312.0,267865.0,36,570.0,2,1
916,28.0,Male,Widowed,Unemployed,41395.0,480521.0,12,515.0,1,1
917,69.0,Male,Divorced,Unemployed,60301.0,450185.0,12,412.0,2,0
918,55.0,Female,Married,Self-Employed,66972.0,45194.0,24,315.0,4,0
919,35.0,Female,Widowed,Unemployed,83294.0,182628.0,72,515.0,0,0
920,67.0,Male,Divorced,Self-Employed,100853.0,444991.0,36,726.0,2,0
921,42.0,Male,Single,Self-Employed,140135.0,245455.0,60,434.0,0,0
922,34.0,Female,Single,Employed,199297.0,84882.0,12,342.0,0,0
923,46.0,Female,Divorced,Employed,102504.0,438099.0,48,583.0,4,0
924,48.0,Female,Married,Employed,42854.0,409127.0,36,397.0,4,0
925,43.0,Male,Widowed,Employed,141373.0,201867.0,36,359.0,3,1
926,34.0,Female,Divorced,Unemployed,90780.0,156944.0,12,529.0,0,0
927,,Male,Single,Unemployed,,,60,,2,0
928,22.0,Male,Widowed,Employed,126458.0,78072.0,48,458.0,4,0
929,65.0,Female,Single,Self-Employed,77103.0,128919.0,60,770.0,2,1
930,46.0,Male,Single,Self-Employed,83620.0,353112.0,48,507.0,0,1
931,34.0,Female,Divorced,Self-Employed,109590.0,234358.0,12,473.0,4,0
932,27.0,Male,Single,Self-Employed,104124.0,374395.0,36,380.0,3,0
933,23.0,Female,Widowed,Unemployed,64590.0,49537.0,48,317.0,0,1
934,67.0,Male,Married,Self-Employed,120196.0,483293.0,36,590.0,2,0
935,43.0,Male,Divorced,Self-Employed,92554.0,114254.0,24,659.0,3,1
936,66.0,Female,Widowed,Employed,161693.0,415076.0,24,578.0,0,0
937,63.0,Female,Divorced,Self-Employed,137781.0,1407105.0,12,696.0,4,0
938,67.0,Female,Single,Unemployed,20973.0,428959.0,12,441.0,0,1
939,65.0,Female,Single,Self-Employed,78786.0,440775.0,72,816.0,1,0
940,38.0,Male,Widowed,Self-Employed,124919.0,236735.0,12,550.0,2,0
941,58.0,Female,Widowed,Unemployed,57097.0,77941.0,24,839.0,4,0
942,55.0,Female,Married,Employed,141403.0,494933.0,48,536.0,4,1
943,35.0,Male,Widowed,Unemployed,54245.0,168277.0,60,431.0,1,0
944,45.0,Female,Widowed,Employed,216283.0,226016.0,12,605.0,3,0
945,57.0,Female,Divorced,Self-Employed,74841.0,22645.0,60,657.0,4,0
946,48.0,Male,Single,Employed,45346.0,117661.0,60,584.0,3,1
947,30.0,Female,Widowed,Employed,125633.0,470075.0,24,592.0,3,0
948,59.0,Female,Married,Employed,91980.0,338617.0,72,462.0,3,0
949,37.0,Female,Widowed,Self-Employed,110417.0,317878.0,48,718.0,0,0
950,59.0,Female,Single,Employed,200225.0,166503.0,24,767.0,1,1
951,42.0,Female,Widowed,Employed,241454.0,394849.0,12,806.0,2,1
952,46.0,Female,Divorced,Self-Employed,96942.0,65914.0,24,777.0,1,0
953,64.0,Male,Single,Unemployed,125147.0,22882.0,24,661.0,4,1
954,45.0,Female,Widowed,Unemployed,110975.0,358004.0,24,611.0,1,0
955,37.0,Male,Divorced,Unemployed,25972.0,214611.0,12,544.0,2,0
956,33.0,Male,Single,Self-Employed,68063.0,441562.0,12,776.0,0,1
957,40.0,Male,Widowed,Self-Employed,216560.0,226714.0,24,735.0,4,0
958,45.0,Male,Divorced,Unemployed,150017.0,149051.0,24,549.0,0,0
959,24.0,Female,Married,Employed,77055.0,105513.0,60,321.0,4,1
960,30.0,Female,Divorced,Unemployed,215438.0,385895.0,48,776.0,2,0
961,,Female,Married,Self-Employed,,,60,,0,0
962,61.0,Male,Widowed,Employed,158774.0,143300.0,72,635.0,2,1
963,65.0,Female,Divorced,Employed,104834.0,210908.0,48,641.0,2,0
964,38.0,Female,Married,Self-Employed,172612.0,125354.0,72,637.0,1,0
965,,Female,Single,Employed,,,48,,4,0
966,56.0,Male,Divorced,Unemployed,248648.0,111500.0,24,341.0,3,0
967,67.0,Male,Widowed,Self-Employed,85252.0,340947.0,60,373.0,3,1
968,42.0,Female,Single,Self-Employed,66904.0,75908.0,48,321.0,0,0
969,54.0,Male,Married,Self-Employed,72320.0,306062.0,72,519.0,2,0
970,67.0,Male,Divorced,Self-Employed,51000.0,409136.0,48,378.0,1,1
971,28.0,Female,Divorced,Employed,115341.0,250377.0,12,534.0,4,0
972,60.0,Male,Widowed,Self-Employed,22599.0,480608.0,48,456.0,0,0
973,69.0,Male,Single,Self-Employed,107636.0,32785.0,24,626.0,2,1
974,64.0,Female,Divorced,Employed,247117.0,260333.0,36,413.0,3,1
975,39.0,Male,Divorced,Self-Employed,235791.0,349901.0,12,574.0,3,0
976,62.0,Male,Single,Employed,207237.0,423394.0,36,680.0,4,0
977,61.0,Male,Divorced,Employed,209927.0,366634.0,24,319.0,4,0
978,,Male,Single,Self-Employed,,,36,,4,0
979,26.0,Male,Single,Unemployed,151930.0,219473.0,48,459.0,0,0
980,46.0,Male,Single,Self-Employed,177064.0,266372.0,36,337.0,4,1
981,54.0,Male,Widowed,Unemployed,183652.0,376912.0,60,417.0,0,0
982,65.0,Male,Single,Employed,90916.0,281196.0,24,689.0,1,1
983,26.0,Female,Single,Unemployed,186872.0,231978.0,60,676.0,2,1
984,57.0,Female,Married,Self-Employed,139193.0,208940.0,36,675.0,3,0
985,53.0,Female,Married,Self-Employed,78770.0,316527.0,60,341.0,0,0
986,42.0,Female,Widowed,Unemployed,206013.0,398543.0,12,769.0,2,1
987,41.0,Male,Single,Self-Employed,235523.0,355445.0,36,757.0,4,1
988,26.0,Female,Married,Unemployed,57487.0,75775.0,72,429.0,3,1
989,26.0,Female,Married,Employed,164015.0,251709.0,60,327.0,0,0
990,68.0,Male,Divorced,Unemployed,122342.0,80614.0,48,625.0,4,0
991,24.0,Male,Single,Unemployed,81457.0,143110.0,36,808.0,2,1
992,50.0,Male,Married,Unemployed,38836.0,275192.0,72,624.0,1,0
993,31.0,Male,Widowed,Unemployed,121150.0,230279.0,12,459.0,2,1
994,50.0,Male,Divorced,Employed,31394.0,282098.0,48,815.0,0,0
995,51.0,Female,Divorced,Employed,92158.0,236673.0,36,553.0,1,1
996,44.0,Male,Single,Employed,144660.0,264407.0,48,547.0,1,0
997,,Female,Single,Unemployed,,,36,,4,1
998,23.0,Female,Divorced,Employed,45280.0,455757.0,36,697.0,2,0
999,51.0,Male,Widowed,Self-Employed,144221.0,443687.0,24,502.0,0,1
1000,60.0,Female,Single,Employed,97318.0,204387.0,60,601.0,1,0
1001,57.0,Female,Single,Unemployed,152231.0,379154.0,36,447.0,4,0
1002,56.0,Male,Divorced,Self-Employed,90162.0,280369.0,12,520.0,1,0
1003,44.0,Female,Divorced,Unemployed,174512.0,110622.0,72,562.0,2,1
1004,51.0,Female,Single,Self-Employed,228238.0,496293.0,60,595.0,3,0
1005,26.0,Female,Married,Unemployed,72712.0,483472.0,24,614.0,0,0
1006,22.0,Male,Single,Unemployed,129578.0,411747.0,60,591.0,3,0
1007,40.0,Male,Married,Self-Employed,198728.0,206943.0,60,330.0,2,0
1008,48.0,Male,Divorced,Employed,157661.0,276674.0,36,343.0,3,0
1009,31.0,Female,Married,Self-Employed,68241.0,457251.0,12,433.0,2,0
1010,24.0,Male,Widowed,Self-Employed,43233.0,29791.0,36,648.0,2,1
1011,35.0,Female,Divorced,Self-Employed,186083.0,110806.0,12,518.0,4,0
1012,26.0,Male,Single,Self-Employed,28177.0,258286.0,12,749.0,3,0
1013,69.0,Female,Single,Self-Employed,185600.0,137721.0,48,803.0,1,1
1014,50.0,Male,Divorced,Unemployed,134506.0,411688.0,36,385.0,2,1
1015,58.0,Male,Divorced,Unemployed,81351.0,466614.0,24,550.0,3,1
1016,22.0,Female,Widowed,Employed,111908.0,95721.0,72,564.0,1,0
1017,35.0,Male,Divorced,Employed,207903.0,32134.0,60,822.0,0,0
1018,31.0,Female,Single,Self-Employed,71827.0,202525.0,48,379.0,1,0
1019,28.0,Male,Widowed,Employed,174580.0,410660.0,24,760.0,3,0
1020,46.0,Male,Single,Employed,206005.0,177193.0,72,551.0,3,0
1021,65.0,Female,Married,Self-Employed,100501.0,222129.0,72,317.0,1,1
1022,64.0,Female,Divorced,Unemployed,88772.0,258107.0,36,555.0,1,0
1023,25.0,Female,Married,Unemployed,35611.0,396470.0,12,544.0,2,0
1024,26.0,Male,Single,Employed,173354.0,43217.0,36,452.0,3,0
1025,,Female,Married,Unemployed,,,72,,2,0
1026,24.0,Male,Married,Unemployed,232437.0,136067.0,36,757.0,2,0
1027,39.0,Female,Single,Employed,225288.0,204419.0,48,841.0,0,0
1028,,Female,Single,Self-Employed,,,24,,3,0
1029,53.0,Female,Divorced,Employed,116629.0,123903.0,72,746.0,2,0
1030,40.0,Female,Married,Employed,106643.0,473042.0,48,652.0,0,1
1031,69.0,Female,Widowed,Employed,94684.0,199549.0,24,840.0,2,1
1032,32.0,Female,Widowed,Self-Employed,128610.0,171561.0,48,621.0,2,1
1033,,Male,Single,Self-Employed,,,60,,3,0
1034,,Female,Single,Self-Employed,,,12,,1,1
1035,46.0,Male,Married,Self-Employed,38165.0,441876.0,12,660.0,1,0
1036,34.0,Female,Single,Employed,129322.0,286781.0,12,830.0,3,1
1037,58.0,Female,Widowed,Unemployed,241834.0,184096.0,60,411.0,1,0
1038,57.0,Female,Divorced,Employed,169332.0,327549.0,72,511.0,4,0
1039,,Male,Divorced,Self-Employed,,,72,,1,0
1040,56.0,Male,Married,Unemployed,241524.0,300700.0,60,458.0,2,0
1041,33.0,Female,Divorced,Employed,129446.0,87176.0,12,623.0,2,0
1042,63.0,Male,Single,Unemployed,50480.0,205633.0,12,392.0,0,1
1043,23.0,Female,Single,Self-Employed,203599.0,387788.0,24,547.0,3,0
1044,53.0,Female,Single,Unemployed,79789.0,102012.0,24,440.0,0,0
1045,26.0,Male,Single,Unemployed,202974.0,208349.0,36,703.0,2,0
1046,30.0,Male,Married,Self-Employed,52191.0,8654.0,48,703.0,2,0
1047,25.0,Male,Divorced,Unemployed,79488.0,307572.0,24,713.0,0,1
1048,43.0,Male,Widowed,Employed,226154.0,499771.0,24,739.0,4,0
1049,30.0,Female,Divorced,Unemployed,187116.0,134814.0,24,532.0,1,1
1050,64.0,Male,Single,Employed,200672.0,436252.0,24,492.0,4,0
1051,22.0,Male,Widowed,Unemployed,107457.0,180621.0,60,398.0,4,1
1052,33.0,Female,Married,Unemployed,199848.0,362523.0,36,412.0,4,0
1053,60.0,Male,Single,Self-Employed,122476.0,70355.0,24,835.0,4,1
1054,22.0,Male,Single,Self-Employed,163908.0,198191.0,72,580.0,1,0
1055,40.0,Male,Widowed,Employed,94525.0,487312.0,48,822.0,3,1
1056,21.0,Male,Married,Self-Employed,72648.0,51257.0,24,649.0,0,0
1057,57.0,Female,Widowed,Self-Employed,33740.0,118435.0,60,615.0,4,0
1058,29.0,Female,Married,Self-Employed,115716.0,110866.0,72,799.0,4,0
1059,37.0,Male,Single,Self-Employed,164174.0,414203.0,12,836.0,0,0
1060,29.0,Male,Divorced,Self-Employed,231965.0,259559.0,12,735.0,0,0
1061,31.0,Female,Single,Employed,202406.0,419026.0,36,822.0,3,0
1062,35.0,Male,Divorced,Employed,149677.0,287455.0,12,743.0,2,0
1063,44.0,Male,Divorced,Self-Employed,133917.0,117695.0,24,507.0,3,1
1064,58.0,Male,Married,Self-Employed,181327.0,321622.0,60,575.0,2,1
1065,55.0,Male,Widowed,Employed,121630.0,170992.0,36,796.0,1,0
1066,50.0,Male,Married,Unemployed,45221.0,13738.0,72,596.0,3,0
1067,51.0,Male,Single,Employed,83265.0,340568.0,24,673.0,1,0
1068,69.0,Male,Widowed,Unemployed,20719.0,329376.0,12,483.0,0,1
1069,25.0,Male,Divorced,Self-Employed,234514.0,375544.0,48,331.0,3,1
1070,64.0,Male,Divorced,Self-Employed,174212.0,272618.0,24,582.0,0,1
1071,34.0,Female,Single,Employed,206851.0,64026.0,48,731.0,4,1
1072,31.0,Female,Widowed,Self-Employed,152141.0,71024.0,72,818.0,0,1
1073,29.0,Female,Single,Unemployed,74714.0,55974.0,48,761.0,4,1
1074,,Male,Single,Unemployed,,,72,,2,0
1075,,Male,Married,Employed,,,36,,4,1
1076,55.0,Female,Single,Unemployed,139362.0,450489.0,60,465.0,2,1
1077,55.0,Male,Widowed,Employed,64035.0,364510.0,12,828.0,4,0
1078,21.0,Female,Single,Employed,146687.0,238150.0,12,670.0,4,0
1079,60.0,Male,Widowed,Unemployed,116256.0,44214.0,24,402.0,1,0
1080,42.0,Female,Divorced,Unemployed,179009.0,98184.0,12,425.0,1,1
1081,49.0,Female,Single,Unemployed,38540.0,254212.0,36,337.0,0,0
1082,28.0,Female,Widowed,Unemployed,93480.0,365377.0,12,647.0,1,0
1083,31.0,Male,Divorced,Unemployed,68702.0,194065.0,24,512.0,2,1
1084,61.0,Female,Widowed,Unemployed,98283.0,161295.0,12,618.0,1,0
1085,57.0,Male,Divorced,Unemployed,227113.0,289009.0,60,725.0,0,1
1086,34.0,Male,Married,Self-Employed,228305.0,210180.0,72,546.0,3,1
1087,50.0,Male,Single,Employed,187979.0,461865.0,48,585.0,2,1
1088,55.0,Male,Single,Employed,166293.0,48026.0,48,530.0,3,0
1089,41.0,Male,Divorced,Unemployed,74781.0,94037.0,72,619.0,2,1
1090,57.0,Male,Married,Employed,27087.0,457423.0,48,811.0,0,0
1091,25.0,Male,Widowed,Unemployed,238070.0,162938.0,60,820.0,1,0
1092,39.0,Female,Married,Self-Employed,42789.0,410632.0,36,524.0,3,0
1093,34.0,Female,Widowed,Employed,207095.0,30775.0,24,805.0,3,0
1094,46.0,Female,Widowed,Employed,184472.0,427296.0,60,406.0,1,1
1095,24.0,Male,Single,Self-Employed,153271.0,206495.0,24,630.0,0,0
1096,45.0,Male,Divorced,Self-Employed,198388.0,24374.0,36,304.0,1,1
1097,65.0,Male,Single,Self-Employed,107273.0,325595.0,60,767.0,4,0
1098,62.0,Male,Single,Employed,203134.0,450815.0,12,815.0,4,0
1099,45.0,Female,Single,Employed,135310.0,349285.0,36,462.0,4,0
1100,38.0,Male,Widowed,Self-Employed,222681.0,20684.0,48,830.0,3,0
1101,60.0,Female,Single,Self-Employed,167816.0,29002.0,60,381.0,3,1
1102,28.0,Male,Widowed,Self-Employed,227167.0,96551.0,36,780.0,0,1
1103,59.0,Female,Divorced,Self-Employed,206589.0,397848.0,36,815.0,2,0
1104,60.0,Male,Widowed,Self-Employed,118231.0,421188.0,60,486.0,1,1
1105,34.0,Female,Widowed,Unemployed,199937.0,464369.0,48,445.0,2,0
1106,52.0,Male,Married,Self-Employed,225009.0,444620.0,72,451.0,3,0
1107,58.0,Female,Single,Unemployed,228267.0,499090.0,48,662.0,1,0
1108,53.0,Male,Single,Employed,33894.0,11309.0,36,392.0,3,0
1109,43.0,Female,Single,Employed,180232.0,351819.0,24,330.0,0,1
1110,35.0,Female,Single,Unemployed,73095.0,335470.0,72,839.0,1,0
1111,53.0,Male,Married,Self-Employed,49272.0,12826.0,72,348.0,3,0
1112,45.0,Female,Married,Employed,74021.0,148206.0,36,557.0,4,0
1113,37.0,Male,Married,Self-Employed,241120.0,155765.0,60,817.0,4,0
1114,53.0,Male,Married,Self-Employed,53645.0,126840.0,60,840.0,3,0
1115,67.0,Male,Single,Unemployed,132079.0,140126.0,60,709.0,2,0
1116,22.0,Female,Widowed,Employed,41179.0,257816.0,48,455.0,0,1
1117,34.0,Female,Divorced,Employed,30691.0,152162.0,12,845.0,0,0
1118,60.0,Male,Married,Unemployed,149436.0,487560.0,60,739.0,3,0
